stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding                                                                                                                                                                                                                       
73010,,Estación de tren La Riba,,41.3183540,1.18124800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
73009,,Estación de tren Vilaverd,,41.3376020,1.17659900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
73001,,Estación de tren Puigverd de Lleida-Artesa de Lleida,,41.5536500,0.73305800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                        
73004,,Estación de tren La Floresta,,41.5042630,0.92430300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
72101,,Estación de tren Roda de Mar,,41.1863150,1.45514430,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
76001,,Estación de tren Salomo,,41.2234740,1.37661700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
76004,,Estación de tren Valls,,41.2896300,1.25873400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
76002,,Estación de tren Vilabella,,41.2403120,1.31560100,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
76003,,Estación de tren Nulles-Brafim,,41.2503060,1.29744900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
79315,,Estación de tren Portbou,,42.4244940,3.15785800,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                    
79312,,Estación de tren Llanca,,42.3665949,3.14898700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
71707,,Estación de tren El Prat de Llobregat,,41.330762,2.088982,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
71709,,Estación de tren Viladecans,,41.309407,2.0277,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
71706,,Estación de tren Gava,,41.304209,2.012793,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                          
71705,,Estación de tren Castelldefels,,41.2785574,1.9784252,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
71701,,Estación de tren Sitges,,41.237757,1.81694,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
71604,,Estación de tren Cubelles,,41.204112,1.671807,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
71603,,Estación de tren Cunit,,41.195912,1.631307,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
71602,,Estación de tren Segur de Calafell,,41.192544,1.607745,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                             
71601,,Estación de tren Calafell,,41.188736,1.567244,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
72100,,Estación de tren Roda de Bara,,41.1840520,1.44015300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
65411,,Estación de tren Port Aventura,,41.0870700,1.14548600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
71205,,Estación de tren Val de Pilas,,41.2300560,0.07014500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
71103,,Estación de tren Fuentes de Ebro,,41.5150650,-0.6186250,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
78302,,Estación de tren Binefar,,41.8497680,0.29147800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
78301,,Estación de tren Monzon-Rio Cinca,,41.9136790,0.19693900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
78203,,Estación de tren Sarinyena,,41.8175290,-0.1707600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
78201,,Estación de tren Granyen,,41.9380330,-0.3693290,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
72305,,Estación de tren Lhospitalet de Llobregat,,41.364129,2.100766,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
78805,,Estación de tren Barcelona-Placa de Catalunya,,41.386726,2.166458,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                  
78804,,Estación de tren Barcelona-Arc de Triomf,,41.391864,2.180076,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
78806,,Estación de tren Barcelona La Sagrera Meridiana,,41.422638,2.187262,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                
78802,,Estación de tren Sant Andreu Arenal,,41.430893,2.183095,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
78801,,Estación de tren Barcelona-Torre del Baro,,41.460945,2.181042,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
78800,,Estación de tren Montcada Bifurcacio,,41.468992,2.178904,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
78708,,Estación de tren Montcada I Reixac-Manresa,,41.483996,2.185513,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                     
78707,,Estación de tren Montcada I Reixac-Santa Maria,,41.481232,2.166922,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                 
78706,,Estación de tren Cerdanyola del Valles,,41.492582,2.14763,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
78705,,Estación de tren Barbera del Valles,,41.507162,2.127558,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
78703,,Estación de tren Sabadell Sud,,41.53662,2.105617,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
78704,,Estación de tren Sabadell Centre,,41.549572,2.114757,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
78709,,Estación de tren Sabadell Nord,,41.562871,2.087794,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
78710,,Estación de tren Terrasa Est,,41.567261,2.041561,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
78700,,Estación de tren Terrassa,,41.570159,2.019075,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
78604,,Estación de tren Sant Vicenc de Castellet,,41.667899,1.863451,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
78600,,Estación de tren Manresa,,41.720129,1.82899,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                        
78506,,Estación de tren Rajadell,,41.7331590,1.69627500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
78505,,Estación de tren Aguilar de Segarra,,41.7389170,1.62372000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
78504,,Estación de tren Seguers-Sant Pere Sallavinera,,41.7479910,1.57416700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                              
78503,,Estación de tren Calaf,,41.7303340,1.51509700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
78502,,Estación de tren Sant Marti Sesgueioles,,41.7012170,1.48620400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                     
78501,,Estación de tren Sant Guim de Freixenet,,41.6559240,1.42053000,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                     
78500,,Estación de tren Cervera,,41.6736110,1.27477300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
78408,,Estación de tren Tarrega,,41.6503870,1.13896300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
78407,,Estación de tren Anglesola,,41.6464480,1.07919200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
78406,,Estación de tren Bellpuig,,41.6325450,1.01299300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
78405,,Estación de tren Castellnou de Seana,,41.6374640,0.96773600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
78404,,Estación de tren Golmes,,41.6359290,0.93086300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
78403,,Estación de tren Mollerussa,,41.6317790,0.89677500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
78402,,Estación de tren Bell-Lloc Durgell,,41.6316190,0.78154700,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
74217,,Estación de tren Canfranc,,42.7514710,-0.5146410,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
74216,,Estación de tren Villanua-Letranz,,42.6887450,-0.5234600,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
74214,,Estación de tren Castiello-Pueblo,,42.6281100,-0.5462910,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
74213,,Estación de tren Jaca,,42.5783030,-0.5392310,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
74211,,Estación de tren Sabinyanigo,,42.5204460,-0.3730850,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
78005,,Estación de tren Villanueva de Gallego,,41.7655100,-0.8222040,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
74209,,Estación de tren Caldearenas-Aquilue,,42.3979730,-0.4993090,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
74208,,Estación de tren Anzanigo,,42.4032890,-0.6433440,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
74207,,Estación de tren Santa Maria Y La Penya,,42.3803900,-0.6956470,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                     
74206,,Estación de tren Riglos,,42.3447560,-0.7315990,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
74204,,Estación de tren Ayerbe,,42.2756100,-0.6825690,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
79004,,Estación de tren Barcelona-Sant Andreu Comtal,,41.435807,2.193572,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                  
79100,,Estación de tren Granollers Centre,,41.594528,2.29107,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                              
79105,,Estación de tren Gualba,,41.714078,2.533778,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                        
79106,,Estación de tren Riells I Viabrea-Breda,,41.723357,2.560075,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
79107,,Estación de tren Hostalric,,41.747657,2.632175,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
79204,,Estación de tren Riudellots,,41.8962320,2.81159900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
79205,,Estación de tren Fornells de La Selva,,41.9351570,2.80973200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                       
79301,,Estación de tren Celra,,42.0272300,2.87496900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
79302,,Estación de tren Bordils-Juia,,42.0370680,2.91525500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
79304,,Estación de tren Sant Jordi Desvalls,,42.0683190,2.96453300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
79305,,Estación de tren Camallera,,42.1223590,2.96544800,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
79306,,Estación de tren Sant Miquel de Fluvia,,42.1720870,2.98966300,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
79308,,Estación de tren Vilamalla,,42.2162020,2.97787400,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
79311,,Estación de tren Vilajuiga,,42.3257390,3.08538500,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
79314,,Estación de tren Colera,,42.4070680,3.15426200,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
79316,,Estación de tren Cerbere,,42.4414760,3.16325900,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
11210,,Estación de tren Alegria de Alava-Dulantzi,,42.8487230,-2.5146680,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                  
11212,,Estación de tren Salvatierra/agurain,,42.8464300,-2.3892100,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
11213,,Estación de tren Araia,,42.8695990,-2.3068070,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
11305,,Estación de tren Brinkola-Onyati,,43.019887,-2.334469,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
11306,,Estación de tren Legazpi,,43.052263,-2.329396,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
11402,,Estación de tren Ormaiztegui,,43.040151,-2.255831,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
11404,,Estación de tren Beasain,,43.046174,-2.203234,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
11405,,Estación de tren Ordizia/ordicia,,43.052583,-2.181019,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
11501,,Estación de tren Tolosa Centro,,43.13597,-2.078512,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
11503,,Estación de tren Villabona-Zizurkil,,43.189391,-2.055641,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
11504,,Estación de tren Andoain-Centro,,43.214729,-2.020394,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
11507,,Estación de tren Hernani-Centro,,43.261977,-1.975726,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                               
11512,,Estación de tren Gros,,43.322077,-1.972632,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                         
11513,,Estación de tren Ategorrieta (apd),,43.321814,-1.967016,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
11522,,Estación de tren Intxaurrondo,,43.32068,-1.952632,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
11514,,Estación de tren Herrera (apd),,43.320009,-1.917946,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                
11515,,Estación de tren Pasaia,,43.318764,-1.904324,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                       
11516,,Estación de tren Lezo-Errenteria,,43.313544,-1.895015,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
11205,,Estación de tren Nanclares/langraiz,,42.8162160,-2.8049420,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                         
11204,,Estación de tren La Puebla de Arganzon,,42.7652450,-2.8303850,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                      
11203,,Estación de tren Manzanos,,42.7428990,-2.8675010,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
81205,,Estación de tren Cortes de Navarra,,41.9150760,-1.4204390,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                          
81203,,Estación de tren Ribaforada,,41.9970380,-1.5150970,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                 
80115,,Estación de tren Villafranca de Navarra,,42.2807340,-1.7457160,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                     
80114,,Estación de tren Marcilla de Navarra,,42.3348510,-1.7174180,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                        
80109,,Estación de tren Olite/erriberri,,42.4849890,-1.6499640,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
80005,,Estación de tren Uharte-Arakil,,42.9206060,-1.9748140,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                              
80003,,Estación de tren Etxarri-Aranatz,,42.9111380,-2.0712450,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                            
80001,,Estación de tren Altsasu/alsasua-Pueblo,,42.8932830,-2.1674290,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                     
11109,,Estación de tren Briviesca,,42.5427650,-3.3192870,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
11111,,Estación de tren Pancorbo,,42.6304860,-3.1123070,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                   
70801,,Estación de tren Utebo,,41.7105305,-0.9979222,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                      
70800,,Estación de tren Casetas,,41.72265,-1.020175,,,,,Europe/Madrid,1                                                                                                                                                                                                                                                                                       
81210,,Estación de tren Alagon,,41.7714220,-1.1127710,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
81209,,Estación de tren Cabanyas de Ebro,,41.7880650,-1.1675330,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                           
81208,,Estación de tren Pedrola,,41.8051980,-1.2016730,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                    
81207,,Estación de tren Luceni,,41.8261160,-1.2435360,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
81206,,Estación de tren Gallur,,41.8671640,-1.3213420,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                     
81105,,Estación de tren Alcanadre,,42.4074370,-2.1220940,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
81102,,Estación de tren Agoncillo,,42.4435850,-2.2917010,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                  
60301,,Estación de tren Quero,,39.5041730,-3.2660720,,,,,Europe/Madrid,2                                                                                                                                                                                                                                                                                      
